47.00,1.00,0.00,1.00,23.00,0.00,0.00,0.00,1.00,0.22,0.23,0.47,0.16,0.00,8.00,8.00
48.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.22,0.20,0.44,0.36,0.00,5.00,5.00
49.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.20,0.17,0.44,0.42,0.00,2.00,2.00
50.00,1.00,0.00,1.00,4.00,0.00,1.00,1.00,1.00,0.16,0.14,0.47,0.39,0.00,1.00,1.00
51.00,1.00,0.00,1.00,5.00,0.00,1.00,1.00,1.00,0.16,0.14,0.47,0.28,0.00,3.00,3.00
52.00,1.00,0.00,1.00,6.00,0.00,1.00,1.00,1.00,0.14,0.11,0.50,0.39,0.00,30.00,30.00
53.00,1.00,0.00,1.00,7.00,0.00,1.00,1.00,1.00,0.14,0.14,0.50,0.19,1.00,63.00,64.00
54.00,1.00,0.00,1.00,8.00,0.00,1.00,1.00,1.00,0.14,0.12,0.50,0.28,1.00,153.00,154.00
55.00,1.00,0.00,1.00,9.00,0.00,1.00,1.00,1.00,0.16,0.14,0.43,0.39,7.00,81.00,88.00
56.00,1.00,0.00,1.00,10.00,0.00,1.00,1.00,1.00,0.18,0.17,0.43,0.25,11.00,33.00,44.00
57.00,1.00,0.00,1.00,11.00,0.00,1.00,1.00,1.00,0.20,0.18,0.40,0.33,10.00,41.00,51.00
58.00,1.00,0.00,1.00,12.00,0.00,1.00,1.00,1.00,0.22,0.21,0.35,0.30,13.00,48.00,61.00
59.00,1.00,0.00,1.00,13.00,0.00,1.00,1.00,1.00,0.24,0.21,0.35,0.28,8.00,53.00,61.00
60.00,1.00,0.00,1.00,14.00,0.00,1.00,1.00,1.00,0.26,0.24,0.30,0.28,11.00,66.00,77.00
61.00,1.00,0.00,1.00,15.00,0.00,1.00,1.00,1.00,0.26,0.24,0.30,0.25,14.00,58.00,72.00
62.00,1.00,0.00,1.00,16.00,0.00,1.00,1.00,1.00,0.26,0.24,0.30,0.25,9.00,67.00,76.00
63.00,1.00,0.00,1.00,17.00,0.00,1.00,1.00,1.00,0.24,0.23,0.30,0.22,11.00,146.00,157.00
64.00,1.00,0.00,1.00,18.00,0.00,1.00,1.00,1.00,0.24,0.26,0.32,0.10,9.00,148.00,157.00
65.00,1.00,0.00,1.00,19.00,0.00,1.00,1.00,1.00,0.20,0.26,0.47,0.00,8.00,102.00,110.00
66.00,1.00,0.00,1.00,20.00,0.00,1.00,1.00,1.00,0.20,0.23,0.47,0.10,3.00,49.00,52.00
67.00,1.00,0.00,1.00,21.00,0.00,1.00,1.00,1.00,0.18,0.20,0.64,0.13,3.00,49.00,52.00
68.00,1.00,0.00,1.00,22.00,0.00,1.00,1.00,1.00,0.14,0.15,0.69,0.13,0.00,20.00,20.00
69.00,1.00,0.00,1.00,23.00,0.00,1.00,1.00,1.00,0.18,0.21,0.55,0.10,1.00,11.00,12.00
70.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00,1.00,0.16,0.18,0.55,0.10,0.00,5.00,5.00
71.00,1.00,0.00,1.00,1.00,0.00,2.00,1.00,1.00,0.16,0.18,0.59,0.10,0.00,2.00,2.00
72.00,1.00,0.00,1.00,2.00,0.00,2.00,1.00,1.00,0.14,0.15,0.63,0.13,0.00,1.00,1.00
73.00,1.00,0.00,1.00,4.00,0.00,2.00,1.00,1.00,0.14,0.18,0.63,0.09,0.00,2.00,2.00
74.00,1.00,0.00,1.00,5.00,0.00,2.00,1.00,1.00,0.12,0.15,0.68,0.10,0.00,4.00,4.00
75.00,1.00,0.00,1.00,6.00,0.00,2.00,1.00,1.00,0.12,0.15,0.74,0.10,0.00,36.00,36.00
76.00,1.00,0.00,1.00,7.00,0.00,2.00,1.00,1.00,0.12,0.15,0.74,0.13,2.00,92.00,94.00
77.00,1.00,0.00,1.00,8.00,0.00,2.00,1.00,1.00,0.14,0.15,0.69,0.16,2.00,177.00,179.00
78.00,1.00,0.00,1.00,9.00,0.00,2.00,1.00,1.00,0.16,0.15,0.64,0.22,2.00,98.00,100.00
79.00,1.00,0.00,1.00,10.00,0.00,2.00,1.00,2.00,0.16,0.14,0.69,0.33,5.00,37.00,42.00
80.00,1.00,0.00,1.00,11.00,0.00,2.00,1.00,1.00,0.22,0.21,0.51,0.30,7.00,50.00,57.00
81.00,1.00,0.00,1.00,12.00,0.00,2.00,1.00,1.00,0.22,0.23,0.51,0.16,12.00,66.00,78.00
82.00,1.00,0.00,1.00,13.00,0.00,2.00,1.00,1.00,0.24,0.23,0.56,0.19,18.00,79.00,97.00
83.00,1.00,0.00,1.00,14.00,0.00,2.00,1.00,1.00,0.26,0.26,0.52,0.22,9.00,54.00,63.00
84.00,1.00,0.00,1.00,15.00,0.00,2.00,1.00,1.00,0.28,0.27,0.52,0.25,17.00,48.00,65.00
85.00,1.00,0.00,1.00,16.00,0.00,2.00,1.00,1.00,0.30,0.29,0.49,0.25,15.00,68.00,83.00
86.00,1.00,0.00,1.00,17.00,0.00,2.00,1.00,1.00,0.28,0.27,0.48,0.22,10.00,202.00,212.00
87.00,1.00,0.00,1.00,18.00,0.00,2.00,1.00,1.00,0.26,0.26,0.48,0.19,3.00,179.00,182.00
88.00,1.00,0.00,1.00,19.00,0.00,2.00,1.00,1.00,0.24,0.26,0.48,0.10,2.00,110.00,112.00
89.00,1.00,0.00,1.00,20.00,0.00,2.00,1.00,1.00,0.24,0.26,0.48,0.10,1.00,53.00,54.00
90.00,1.00,0.00,1.00,21.00,0.00,2.00,1.00,1.00,0.22,0.27,0.64,0.00,0.00,48.00,48.00
91.00,1.00,0.00,1.00,22.00,0.00,2.00,1.00,1.00,0.22,0.26,0.64,0.09,1.00,34.00,35.00
92.00,1.00,0.00,1.00,23.00,0.00,2.00,1.00,1.00,0.20,0.23,0.69,0.09,2.00,9.00,11.00
93.00,1.00,0.00,1.00,0.00,0.00,3.00,1.00,1.00,0.20,0.26,0.64,0.00,0.00,6.00,6.00
94.00,1.00,0.00,1.00,1.00,0.00,3.00,1.00,1.00,0.16,0.20,0.74,0.09,0.00,6.00,6.00
95.00,1.00,0.00,1.00,2.00,0.00,3.00,1.00,1.00,0.16,0.20,0.74,0.09,0.00,2.00,2.00
96.00,1.00,0.00,1.00,4.00,0.00,3.00,1.00,1.00,0.24,0.23,0.48,0.22,0.00,2.00,2.00
97.00,1.00,0.00,1.00,5.00,0.00,3.00,1.00,1.00,0.22,0.23,0.47,0.16,0.00,3.00,3.00
98.00,1.00,0.00,1.00,6.00,0.00,3.00,1.00,1.00,0.20,0.20,0.47,0.22,0.00,33.00,33.00
99.00,1.00,0.00,1.00,7.00,0.00,3.00,1.00,1.00,0.18,0.18,0.43,0.19,1.00,87.00,88.00
100.00,1.00,0.00,1.00,8.00,0.00,3.00,1.00,1.00,0.20,0.18,0.40,0.30,3.00,192.00,195.00
101.00,1.00,0.00,1.00,9.00,0.00,3.00,1.00,1.00,0.22,0.20,0.37,0.33,6.00,109.00,115.00
102.00,1.00,0.00,1.00,10.00,0.00,3.00,1.00,1.00,0.22,0.20,0.37,0.33,4.00,53.00,57.00
103.00,1.00,0.00,1.00,11.00,0.00,3.00,1.00,1.00,0.26,0.23,0.33,0.33,12.00,34.00,46.00
104.00,1.00,0.00,1.00,12.00,0.00,3.00,1.00,1.00,0.26,0.23,0.33,0.33,5.00,74.00,79.00
105.00,1.00,0.00,1.00,13.00,0.00,3.00,1.00,1.00,0.28,0.26,0.30,0.30,6.00,65.00,71.00
106.00,1.00,0.00,1.00,14.00,0.00,3.00,1.00,1.00,0.30,0.29,0.28,0.19,10.00,52.00,62.00
107.00,1.00,0.00,1.00,15.00,0.00,3.00,1.00,1.00,0.30,0.29,0.28,0.19,7.00,55.00,62.00
108.00,1.00,0.00,1.00,16.00,0.00,3.00,1.00,1.00,0.30,0.32,0.28,0.09,4.00,85.00,89.00
109.00,1.00,0.00,1.00,17.00,0.00,3.00,1.00,1.00,0.24,0.23,0.38,0.19,4.00,186.00,190.00
110.00,1.00,0.00,1.00,18.00,0.00,3.00,1.00,1.00,0.24,0.24,0.38,0.13,3.00,166.00,169.00
111.00,1.00,0.00,1.00,19.00,0.00,3.00,1.00,1.00,0.24,0.26,0.38,0.10,5.00,127.00,132.00
112.00,1.00,0.00,1.00,20.00,0.00,3.00,1.00,1.00,0.22,0.23,0.47,0.16,7.00,82.00,89.00
113.00,1.00,0.00,1.00,21.00,0.00,3.00,1.00,1.00,0.20,0.20,0.51,0.19,3.00,40.00,43.00
114.00,1.00,0.00,1.00,22.00,0.00,3.00,1.00,1.00,0.18,0.20,0.55,0.13,1.00,41.00,42.00
115.00,1.00,0.00,1.00,23.00,0.00,3.00,1.00,1.00,0.20,0.26,0.47,0.00,1.00,18.00,19.00
116.00,1.00,0.00,1.00,0.00,0.00,4.00,1.00,1.00,0.18,0.24,0.55,0.00,0.00,11.00,11.00
117.00,1.00,0.00,1.00,1.00,0.00,4.00,1.00,1.00,0.16,0.23,0.64,0.00,0.00,4.00,4.00
118.00,1.00,0.00,1.00,2.00,0.00,4.00,1.00,1.00,0.16,0.23,0.64,0.00,0.00,2.00,2.00
119.00,1.00,0.00,1.00,4.00,0.00,4.00,1.00,2.00,0.16,0.20,0.64,0.09,0.00,1.00,1.00
120.00,1.00,0.00,1.00,5.00,0.00,4.00,1.00,2.00,0.14,0.18,0.69,0.09,0.00,4.00,4.00
121.00,1.00,0.00,1.00,6.00,0.00,4.00,1.00,2.00,0.14,0.17,0.63,0.10,0.00,36.00,36.00
122.00,1.00,0.00,1.00,7.00,0.00,4.00,1.00,2.00,0.16,0.23,0.59,0.00,0.00,95.00,95.00
123.00,1.00,0.00,1.00,8.00,0.00,4.00,1.00,1.00,0.16,0.23,0.59,0.00,3.00,216.00,219.00
124.00,1.00,0.00,1.00,9.00,0.00,4.00,1.00,2.00,0.18,0.24,0.51,0.00,6.00,116.00,122.00
125.00,1.00,0.00,1.00,10.00,0.00,4.00,1.00,1.00,0.20,0.26,0.47,0.00,3.00,42.00,45.00
126.00,1.00,0.00,1.00,11.00,0.00,4.00,1.00,1.00,0.22,0.26,0.44,0.09,2.00,57.00,59.00
127.00,1.00,0.00,1.00,12.00,0.00,4.00,1.00,1.00,0.26,0.29,0.35,0.00,6.00,78.00,84.00
128.00,1.00,0.00,1.00,13.00,0.00,4.00,1.00,1.00,0.26,0.27,0.35,0.10,12.00,55.00,67.00
129.00,1.00,0.00,1.00,14.00,0.00,4.00,1.00,1.00,0.28,0.27,0.36,0.16,11.00,59.00,70.00
130.00,1.00,0.00,1.00,15.00,0.00,4.00,1.00,1.00,0.28,0.27,0.36,0.00,8.00,54.00,62.00
131.00,1.00,0.00,1.00,16.00,0.00,4.00,1.00,1.00,0.26,0.26,0.38,0.16,12.00,74.00,86.00
132.00,1.00,0.00,1.00,17.00,0.00,4.00,1.00,1.00,0.22,0.23,0.51,0.16,9.00,163.00,172.00
133.00,1.00,0.00,1.00,18.00,0.00,4.00,1.00,1.00,0.22,0.23,0.51,0.13,5.00,158.00,163.00
134.00,1.00,0.00,1.00,19.00,0.00,4.00,1.00,1.00,0.22,0.26,0.55,0.09,3.00,109.00,112.00
135.00,1.00,0.00,1.00,20.00,0.00,4.00,1.00,1.00,0.20,0.21,0.51,0.16,3.00,66.00,69.00
136.00,1.00,0.00,1.00,21.00,0.00,4.00,1.00,2.00,0.22,0.21,0.55,0.22,0.00,48.00,48.00
137.00,1.00,0.00,1.00,22.00,0.00,4.00,1.00,2.00,0.22,0.21,0.51,0.28,1.00,51.00,52.00
138.00,1.00,0.00,1.00,23.00,0.00,4.00,1.00,2.00,0.20,0.20,0.59,0.19,4.00,19.00,23.00
139.00,1.00,0.00,1.00,0.00,0.00,5.00,1.00,2.00,0.20,0.20,0.64,0.19,4.00,13.00,17.00
140.00,1.00,0.00,1.00,1.00,0.00,5.00,1.00,2.00,0.20,0.20,0.69,0.22,2.00,5.00,7.00
141.00,1.00,0.00,1.00,2.00,0.00,5.00,1.00,2.00,0.20,0.20,0.69,0.22,0.00,1.00,1.00
142.00,1.00,0.00,1.00,4.00,0.00,5.00,1.00,2.00,0.20,0.21,0.69,0.13,0.00,1.00,1.00
143.00,1.00,0.00,1.00,5.00,0.00,5.00,1.00,3.00,0.22,0.27,0.55,0.00,0.00,5.00,5.00
144.00,1.00,0.00,1.00,6.00,0.00,5.00,1.00,2.00,0.20,0.26,0.69,0.00,8.00,26.00,34.00
145.00,1.00,0.00,1.00,7.00,0.00,5.00,1.00,1.00,0.20,0.21,0.69,0.13,8.00,76.00,84.00
146.00,1.00,0.00,1.00,8.00,0.00,5.00,1.00,1.00,0.20,0.20,0.51,0.25,20.00,190.00,210.00
147.00,1.00,0.00,1.00,9.00,0.00,5.00,1.00,1.00,0.20,0.18,0.47,0.30,9.00,125.00,134.00
148.00,1.00,0.00,1.00,10.00,0.00,5.00,1.00,1.00,0.22,0.20,0.37,0.33,16.00,47.00,63.00
149.00,1.00,0.00,1.00,11.00,0.00,5.00,1.00,2.00,0.20,0.20,0.40,0.22,19.00,48.00,67.00
150.00,1.00,0.00,1.00,12.00,0.00,5.00,1.00,2.00,0.20,0.20,0.37,0.25,9.00,50.00,59.00
151.00,1.00,0.00,1.00,13.00,0.00,5.00,1.00,2.00,0.20,0.18,0.37,0.28,9.00,64.00,73.00
152.00,1.00,0.00,1.00,14.00,0.00,5.00,1.00,2.00,0.20,0.20,0.40,0.25,7.00,43.00,50.00
153.00,1.00,0.00,1.00,15.00,0.00,5.00,1.00,2.00,0.20,0.21,0.37,0.16,9.00,63.00,72.00
154.00,1.00,0.00,1.00,16.00,0.00,5.00,1.00,2.00,0.20,0.21,0.37,0.16,5.00,82.00,87.00
155.00,1.00,0.00,1.00,17.00,0.00,5.00,1.00,2.00,0.20,0.26,0.37,0.00,9.00,178.00,187.00
156.00,1.00,0.00,1.00,18.00,0.00,5.00,1.00,1.00,0.20,0.23,0.40,0.09,7.00,116.00,123.00
157.00,1.00,0.00,1.00,19.00,0.00,5.00,1.00,1.00,0.16,0.20,0.55,0.09,3.00,92.00,95.00
158.00,1.00,0.00,1.00,20.00,0.00,5.00,1.00,1.00,0.18,0.21,0.47,0.10,1.00,50.00,51.00
159.00,1.00,0.00,1.00,21.00,0.00,5.00,1.00,1.00,0.18,0.20,0.47,0.13,0.00,39.00,39.00
160.00,1.00,0.00,1.00,22.00,0.00,5.00,1.00,2.00,0.18,0.20,0.43,0.16,2.00,34.00,36.00
161.00,1.00,0.00,1.00,23.00,0.00,5.00,1.00,2.00,0.18,0.20,0.51,0.16,1.00,14.00,15.00
162.00,1.00,0.00,1.00,0.00,0.00,6.00,0.00,2.00,0.18,0.20,0.51,0.16,1.00,24.00,25.00
163.00,1.00,0.00,1.00,1.00,0.00,6.00,0.00,2.00,0.18,0.21,0.55,0.09,1.00,15.00,16.00
164.00,1.00,0.00,1.00,2.00,0.00,6.00,0.00,2.00,0.18,0.24,0.55,0.00,3.00,13.00,16.00
165.00,1.00,0.00,1.00,3.00,0.00,6.00,0.00,3.00,0.18,0.20,0.55,0.16,0.00,7.00,7.00
166.00,1.00,0.00,1.00,4.00,0.00,6.00,0.00,3.00,0.18,0.20,0.55,0.16,0.00,1.00,1.00
167.00,1.00,0.00,1.00,5.00,0.00,6.00,0.00,2.00,0.16,0.17,0.74,0.16,0.00,5.00,5.00
168.00,1.00,0.00,1.00,6.00,0.00,6.00,0.00,2.00,0.16,0.17,0.74,0.16,0.00,2.00,2.00
169.00,1.00,0.00,1.00,7.00,0.00,6.00,0.00,2.00,0.16,0.18,0.74,0.10,1.00,8.00,9.00
170.00,1.00,0.00,1.00,8.00,0.00,6.00,0.00,3.00,0.16,0.18,0.93,0.10,0.00,15.00,15.00
171.00,1.00,0.00,1.00,9.00,0.00,6.00,0.00,3.00,0.16,0.18,0.93,0.10,0.00,20.00,20.00
172.00,1.00,0.00,1.00,10.00,0.00,6.00,0.00,2.00,0.18,0.20,0.80,0.16,5.00,56.00,61.00
173.00,1.00,0.00,1.00,11.00,0.00,6.00,0.00,2.00,0.20,0.18,0.69,0.39,2.00,60.00,62.00
174.00,1.00,0.00,1.00,12.00,0.00,6.00,0.00,2.00,0.20,0.18,0.59,0.36,8.00,90.00,98.00
175.00,1.00,0.00,1.00,13.00,0.00,6.00,0.00,1.00,0.20,0.18,0.44,0.33,7.00,95.00,102.00
176.00,1.00,0.00,1.00,14.00,0.00,6.00,0.00,1.00,0.20,0.17,0.32,0.49,12.00,83.00,95.00
177.00,1.00,0.00,1.00,15.00,0.00,6.00,0.00,1.00,0.20,0.17,0.32,0.45,5.00,69.00,74.00
178.00,1.00,0.00,1.00,16.00,0.00,6.00,0.00,1.00,0.18,0.14,0.29,0.45,8.00,68.00,76.00
179.00,1.00,0.00,1.00,17.00,0.00,6.00,0.00,1.00,0.16,0.12,0.37,0.55,5.00,64.00,69.00
180.00,1.00,0.00,1.00,18.00,0.00,6.00,0.00,1.00,0.14,0.12,0.39,0.30,3.00,52.00,55.00
181.00,1.00,0.00,1.00,19.00,0.00,6.00,0.00,1.00,0.14,0.12,0.36,0.25,4.00,26.00,30.00
182.00,1.00,0.00,1.00,20.00,0.00,6.00,0.00,1.00,0.12,0.12,0.36,0.25,0.00,28.00,28.00
183.00,1.00,0.00,1.00,21.00,0.00,6.00,0.00,1.00,0.12,0.11,0.39,0.36,2.00,35.00,37.00
184.00,1.00,0.00,1.00,22.00,0.00,6.00,0.00,1.00,0.12,0.11,0.36,0.39,1.00,33.00,34.00
185.00,1.00,0.00,1.00,23.00,0.00,6.00,0.00,1.00,0.10,0.06,0.39,0.45,0.00,22.00,22.00
186.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.10,0.08,0.42,0.39,1.00,24.00,25.00
187.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.10,0.06,0.42,0.46,0.00,12.00,12.00
188.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,0.10,0.06,0.46,0.46,0.00,11.00,11.00
189.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,0.10,0.08,0.46,0.42,0.00,4.00,4.00
190.00,1.00,0.00,1.00,4.00,0.00,0.00,0.00,1.00,0.08,0.09,0.53,0.19,0.00,1.00,1.00
191.00,1.00,0.00,1.00,5.00,0.00,0.00,0.00,1.00,0.08,0.09,0.53,0.19,0.00,1.00,1.00
192.00,1.00,0.00,1.00,6.00,0.00,0.00,0.00,1.00,0.10,0.09,0.49,0.28,0.00,1.00,1.00
193.00,1.00,0.00,1.00,7.00,0.00,0.00,0.00,1.00,0.08,0.09,0.53,0.19,1.00,5.00,6.00
194.00,1.00,0.00,1.00,8.00,0.00,0.00,0.00,1.00,0.10,0.09,0.49,0.28,0.00,10.00,10.00
195.00,1.00,0.00,1.00,9.00,0.00,0.00,0.00,1.00,0.12,0.08,0.46,0.52,0.00,19.00,19.00
196.00,1.00,0.00,1.00,10.00,0.00,0.00,0.00,1.00,0.14,0.11,0.43,0.39,0.00,49.00,49.00
197.00,1.00,0.00,1.00,11.00,0.00,0.00,0.00,1.00,0.16,0.12,0.40,0.52,2.00,47.00,49.00
198.00,1.00,0.00,1.00,12.00,0.00,0.00,0.00,1.00,0.18,0.14,0.37,0.45,4.00,79.00,83.00
199.00,1.00,0.00,1.00,13.00,0.00,0.00,0.00,1.00,0.20,0.17,0.34,0.45,6.00,69.00,75.00
200.00,1.00,0.00,1.00,14.00,0.00,0.00,0.00,1.00,0.22,0.18,0.32,0.46,8.00,64.00,72.00
201.00,1.00,0.00,1.00,15.00,0.00,0.00,0.00,1.00,0.22,0.20,0.35,0.36,5.00,77.00,82.00
202.00,1.00,0.00,1.00,16.00,0.00,0.00,0.00,1.00,0.20,0.17,0.34,0.45,13.00,79.00,92.00
203.00,1.00,0.00,1.00,17.00,0.00,0.00,0.00,1.00,0.18,0.15,0.37,0.39,3.00,59.00,62.00
204.00,1.00,0.00,1.00,18.00,0.00,0.00,0.00,1.00,0.16,0.14,0.40,0.33,4.00,44.00,48.00
205.00,1.00,0.00,1.00,19.00,0.00,0.00,0.00,1.00,0.16,0.14,0.43,0.33,1.00,40.00,41.00
206.00,1.00,0.00,1.00,20.00,0.00,0.00,0.00,1.00,0.14,0.12,0.46,0.25,0.00,38.00,38.00
207.00,1.00,0.00,1.00,21.00,0.00,0.00,0.00,1.00,0.14,0.11,0.46,0.42,1.00,19.00,20.00
208.00,1.00,0.00,1.00,22.00,0.00,0.00,0.00,1.00,0.14,0.12,0.46,0.30,5.00,10.00,15.00
209.00,1.00,0.00,1.00,23.00,0.00,0.00,0.00,1.00,0.12,0.14,0.50,0.19,0.00,6.00,6.00
210.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.28,2.00,3.00,5.00
211.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.28,1.00,0.00,1.00
212.00,1.00,0.00,1.00,2.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.22,0.00,3.00,3.00
213.00,1.00,0.00,1.00,3.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.22,0.00,1.00,1.00
214.00,1.00,0.00,1.00,4.00,0.00,1.00,1.00,1.00,0.10,0.12,0.54,0.13,1.00,2.00,3.00
215.00,1.00,0.00,1.00,5.00,0.00,1.00,1.00,1.00,0.10,0.11,0.54,0.25,0.00,3.00,3.00
216.00,1.00,0.00,1.00,6.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.28,0.00,31.00,31.00
217.00,1.00,0.00,1.00,7.00,0.00,1.00,1.00,1.00,0.12,0.12,0.50,0.22,2.00,75.00,77.00
218.00,1.00,0.00,1.00,8.00,0.00,1.00,1.00,2.00,0.12,0.12,0.50,0.28,4.00,184.00,188.00
219.00,1.00,0.00,1.00,9.00,0.00,1.00,1.00,2.00,0.14,0.12,0.50,0.25,2.00,92.00,94.00
